review_id,order_id,user_id,driver_id,content,comment_star
537,ORD537,186,412.0,服务不错,5
538,ORD538,453,419.0,速度快，服务不错，司机很礼貌,3
539,ORD539,93,156.0,很满意，车内有异味，车很干净,4
540,ORD540,498,58.0,驾驶稳,3
541,ORD541,223,375.0,速度快，等待时间长,5
542,ORD542,310,152.0,司机很礼貌，比较安静,4
543,ORD543,141,266.0,司机很礼貌，车很干净，很满意,4
544,ORD544,84,465.0,比较安静，车很干净,5
545,ORD545,302,463.0,服务不错，速度快，态度一般,4
546,ORD546,251,37.0,比较安静，服务不错,5
547,ORD547,86,197.0,司机很礼貌,5
548,ORD548,324,458.0,车很干净,5
549,ORD549,125,77.0,车很干净,4
550,ORD550,299,312.0,比较安静，态度一般,4
551,ORD551,19,329.0,司机很礼貌,3
552,ORD552,254,113.0,驾驶稳，等待时间长，车内有异味,5
553,ORD553,316,329.0,车很干净，态度一般,5
554,ORD554,195,137.0,车很干净,5
555,ORD555,199,452.0,服务不错,5
556,ORD556,494,491.0,很满意，比较安静，态度一般,3
557,ORD557,145,393.0,车很干净,5
558,ORD558,129,274.0,很满意，态度一般，车很干净,3
559,ORD559,243,19.0,驾驶稳，服务不错，等待时间长,4
560,ORD560,203,368.0,很满意，车内有异味,3
561,ORD561,499,144.0,等待时间长，很满意,5
562,ORD562,147,341.0,很满意,4
563,ORD563,80,282.0,司机很礼貌,5
564,ORD564,358,388.0,速度快，态度一般,5
565,ORD565,436,24.0,比较安静，很满意,5
566,ORD566,119,24.0,司机很礼貌,4
567,ORD567,255,477.0,比较安静，车很干净,3
568,ORD568,465,314.0,车很干净,4
569,ORD569,430,405.0,车很干净，等待时间长，速度快,4
570,ORD570,32,462.0,速度快,4
571,ORD571,403,2.0,比较安静，车很干净，车内有异味,3
572,ORD572,151,426.0,很满意，车很干净,4
573,ORD573,61,250.0,车很干净,3
574,ORD574,264,58.0,车内有异味,3
575,ORD575,485,215.0,态度一般，车内有异味，服务不错,5
576,ORD576,271,97.0,车内有异味,5
577,ORD577,12,296.0,速度快，驾驶稳，服务不错,4
578,ORD578,422,242.0,驾驶稳，速度快，态度一般,5
579,ORD579,293,73.0,驾驶稳，态度一般,5
580,ORD580,418,440.0,很满意，比较安静，驾驶稳,4
581,ORD581,477,78.0,司机很礼貌，车很干净，驾驶稳,3
582,ORD582,118,120.0,速度快，服务不错，态度一般,3
583,ORD583,403,245.0,服务不错，态度一般，等待时间长,3
584,ORD584,190,355.0,很满意,5
585,ORD585,385,169.0,服务不错，很满意,4
586,ORD586,241,158.0,驾驶稳，等待时间长，很满意,3
587,ORD587,449,385.0,比较安静，服务不错，很满意,3
588,ORD588,33,494.0,服务不错，驾驶稳,3
589,ORD589,276,353.0,服务不错,4
590,ORD590,406,351.0,态度一般，很满意,4
591,ORD591,196,416.0,比较安静,4
592,ORD592,262,105.0,等待时间长，驾驶稳,4
593,ORD593,50,355.0,司机很礼貌，车很干净,4
594,ORD594,389,255.0,速度快，态度一般,3
595,ORD595,118,408.0,等待时间长，比较安静,4
596,ORD596,324,30.0,比较安静，很满意,5
597,ORD597,362,385.0,态度一般，很满意,5
598,ORD598,230,104.0,等待时间长,4
599,ORD599,101,355.0,驾驶稳，比较安静，车很干净,4
600,ORD600,192,101.0,等待时间长，比较安静，服务不错,4
601,ORD601,461,431.0,速度快,3
602,ORD602,408,60.0,态度一般，车很干净，车内有异味,5
603,ORD603,470,96.0,驾驶稳，比较安静，车内有异味,5
604,ORD604,60,496.0,车内有异味，速度快，车很干净,4
605,ORD605,50,416.0,服务不错,3
606,ORD606,331,33.0,司机很礼貌,5
607,ORD607,320,225.0,司机很礼貌，车内有异味，很满意,5
608,ORD608,495,419.0,态度一般，很满意,5
609,ORD609,226,406.0,速度快,3
610,ORD610,200,300.0,车很干净,5
611,ORD611,233,394.0,车很干净，速度快,4
612,ORD612,71,202.0,态度一般，服务不错,4
613,ORD613,324,95.0,速度快,4
614,ORD614,188,106.0,车内有异味,4
615,ORD615,315,329.0,很满意，速度快,5
616,ORD616,378,21.0,司机很礼貌,4
617,ORD617,372,281.0,司机很礼貌，比较安静,4
618,ORD618,26,261.0,速度快，态度一般，等待时间长,5
619,ORD619,324,191.0,驾驶稳,4
620,ORD620,182,121.0,等待时间长，驾驶稳，服务不错,5
621,ORD621,124,110.0,车很干净，司机很礼貌，车内有异味,5
622,ORD622,437,23.0,驾驶稳，司机很礼貌，车很干净,5
623,ORD623,347,205.0,很满意,5
624,ORD624,330,326.0,速度快，车很干净,3
625,ORD625,313,288.0,车很干净，服务不错，比较安静,3
626,ORD626,39,445.0,比较安静，车内有异味,5
627,ORD627,478,155.0,司机很礼貌，态度一般,3
628,ORD628,256,127.0,驾驶稳,4
629,ORD629,374,426.0,比较安静，很满意，司机很礼貌,4
630,ORD630,35,122.0,速度快，等待时间长，比较安静,4
631,ORD631,433,376.0,比较安静,4
632,ORD632,46,340.0,车内有异味，速度快,5
633,ORD633,188,398.0,服务不错,3
634,ORD634,465,493.0,车很干净，速度快，比较安静,5
635,ORD635,152,19.0,司机很礼貌,5
636,ORD636,399,95.0,车很干净,5
637,ORD637,204,33.0,车很干净，很满意,3
638,ORD638,115,461.0,比较安静，车很干净，速度快,4
639,ORD639,263,172.0,很满意，司机很礼貌，等待时间长,3
640,ORD640,430,422.0,服务不错，等待时间长，驾驶稳,5
641,ORD641,122,29.0,等待时间长，服务不错，态度一般,5
642,ORD642,486,210.0,等待时间长，很满意,5
643,ORD643,45,180.0,车内有异味,4
644,ORD644,448,114.0,驾驶稳,5
645,ORD645,313,312.0,很满意，车内有异味，比较安静,4
646,ORD646,80,131.0,服务不错，态度一般，速度快,4
647,ORD647,92,372.0,服务不错,5
648,ORD648,83,21.0,车内有异味，速度快,3
649,ORD649,14,363.0,态度一般，很满意，服务不错,3
650,ORD650,98,140.0,态度一般,5
651,ORD651,93,126.0,车内有异味，态度一般，驾驶稳,3
652,ORD652,13,498.0,车内有异味，车很干净,4
653,ORD653,217,445.0,态度一般，车很干净,5
654,ORD654,20,482.0,态度一般，车很干净,3
655,ORD655,336,4.0,司机很礼貌，速度快,4
656,ORD656,256,304.0,速度快，驾驶稳，车内有异味,3
657,ORD657,408,80.0,车很干净，司机很礼貌，速度快,5
658,ORD658,97,194.0,驾驶稳，司机很礼貌,5
659,ORD659,248,74.0,速度快,5
660,ORD660,242,178.0,很满意,3
661,ORD661,80,298.0,驾驶稳,4
662,ORD662,200,41.0,很满意,5
663,ORD663,323,449.0,车很干净，司机很礼貌，等待时间长,4
664,ORD664,43,419.0,很满意，态度一般，速度快,5
665,ORD665,287,284.0,司机很礼貌，态度一般,5
666,ORD666,481,142.0,车内有异味，比较安静，驾驶稳,5
667,ORD667,329,306.0,等待时间长，司机很礼貌,4
668,ORD668,2,214.0,速度快，驾驶稳，等待时间长,3
669,ORD669,439,81.0,驾驶稳,5
670,ORD670,280,290.0,等待时间长,3
671,ORD671,117,126.0,车很干净，速度快，很满意,4
672,ORD672,23,230.0,驾驶稳，速度快,4
673,ORD673,35,39.0,车内有异味，态度一般,4
674,ORD674,499,445.0,速度快,5
675,ORD675,167,421.0,司机很礼貌,5
676,ORD676,343,477.0,速度快，车内有异味,5
677,ORD677,39,287.0,司机很礼貌，车内有异味，驾驶稳,4
678,ORD678,225,441.0,等待时间长，车很干净，驾驶稳,3
679,ORD679,7,230.0,等待时间长,5
680,ORD680,90,396.0,等待时间长，速度快,3
681,ORD681,214,156.0,比较安静，态度一般，车内有异味,4
682,ORD682,88,261.0,司机很礼貌,3
683,ORD683,500,127.0,速度快，车很干净,4
684,ORD684,188,394.0,车很干净，速度快，司机很礼貌,4
685,ORD685,26,103.0,司机很礼貌,5
686,ORD686,88,10.0,车内有异味，态度一般，很满意,4
687,ORD687,255,289.0,速度快，司机很礼貌,3
688,ORD688,14,183.0,司机很礼貌,3
689,ORD689,415,160.0,车很干净，服务不错,4
690,ORD690,338,326.0,等待时间长，驾驶稳,4
691,ORD691,200,114.0,态度一般，车内有异味,3
692,ORD692,460,176.0,速度快，车很干净,4
693,ORD693,260,157.0,驾驶稳，比较安静,3
694,ORD694,424,34.0,态度一般，比较安静，驾驶稳,4
695,ORD695,68,236.0,很满意，车内有异味，车很干净,4
696,ORD696,144,65.0,服务不错,3
697,ORD697,328,21.0,车内有异味，司机很礼貌，驾驶稳,3
698,ORD698,390,359.0,速度快，比较安静,3
699,ORD699,335,329.0,很满意，等待时间长，驾驶稳,3
700,ORD700,421,329.0,司机很礼貌，服务不错,4
701,ORD701,466,21.0,车内有异味,3
702,ORD702,62,191.0,态度一般，司机很礼貌,3
703,ORD703,377,243.0,车很干净，比较安静,3
704,ORD704,310,70.0,车很干净，很满意,5
705,ORD705,151,356.0,态度一般，车很干净，车内有异味,4
706,ORD706,134,274.0,等待时间长，司机很礼貌，车内有异味,4
707,ORD707,142,17.0,速度快,4
708,ORD708,306,471.0,等待时间长，车内有异味，车很干净,4
709,ORD709,142,447.0,态度一般,5
710,ORD710,260,104.0,车内有异味,4
711,ORD711,121,244.0,很满意，比较安静,3
712,ORD712,327,422.0,车很干净，速度快，态度一般,4
713,ORD713,139,48.0,车内有异味,3
714,ORD714,159,419.0,车内有异味，司机很礼貌,4
715,ORD715,224,227.0,车内有异味，等待时间长，速度快,4
716,ORD716,78,480.0,驾驶稳，态度一般，车很干净,3
717,ORD717,71,74.0,比较安静,5
718,ORD718,391,158.0,驾驶稳，速度快，很满意,5
719,ORD719,152,452.0,服务不错，司机很礼貌,3
720,ORD720,133,486.0,车很干净，态度一般，速度快,3
721,ORD721,198,298.0,比较安静,4
722,ORD722,469,314.0,车很干净,5
723,ORD723,322,124.0,很满意，司机很礼貌,4
724,ORD724,120,125.0,等待时间长，车很干净，比较安静,3
725,ORD725,6,309.0,司机很礼貌,4
726,ORD726,452,438.0,车很干净,4
727,ORD727,445,24.0,驾驶稳,5
728,ORD728,296,335.0,车内有异味，服务不错,5
729,ORD729,88,436.0,司机很礼貌，驾驶稳，态度一般,3
730,ORD730,287,362.0,等待时间长，很满意,4
731,ORD731,130,355.0,等待时间长，态度一般,5
732,ORD732,193,318.0,服务不错，车很干净，很满意,5
733,ORD733,343,123.0,很满意,5
734,ORD734,335,87.0,态度一般,5
735,ORD735,90,411.0,很满意，车很干净,5
736,ORD736,54,421.0,比较安静，车很干净，速度快,3
737,ORD737,167,296.0,车很干净,5
738,ORD738,166,310.0,态度一般，车很干净，比较安静,3
739,ORD739,294,102.0,司机很礼貌，驾驶稳,4
740,ORD740,452,187.0,车很干净，服务不错，等待时间长,5
741,ORD741,321,131.0,司机很礼貌，速度快,5
742,ORD742,211,131.0,司机很礼貌,3
743,ORD743,438,21.0,服务不错，司机很礼貌，驾驶稳,3
744,ORD744,418,318.0,很满意，司机很礼貌,3
745,ORD745,118,101.0,车内有异味,5
746,ORD746,138,445.0,速度快,3
747,ORD747,313,222.0,态度一般,4
748,ORD748,28,190.0,等待时间长,3
749,ORD749,488,443.0,服务不错，驾驶稳，态度一般,3
750,ORD750,383,196.0,等待时间长，很满意,3
751,ORD751,151,124.0,很满意,4
752,ORD752,150,439.0,等待时间长，司机很礼貌，很满意,4
753,ORD753,65,162.0,等待时间长，很满意，比较安静,5
754,ORD754,430,370.0,服务不错,4
755,ORD755,10,491.0,很满意,4
756,ORD756,208,357.0,服务不错,5
757,ORD757,358,106.0,很满意，比较安静,5
758,ORD758,295,320.0,很满意，车内有异味,5
759,ORD759,345,124.0,速度快，车内有异味，态度一般,4
760,ORD760,439,330.0,很满意，速度快，服务不错,5
761,ORD761,360,33.0,驾驶稳，服务不错，车内有异味,3
762,ORD762,388,474.0,态度一般，车内有异味,3
763,ORD763,189,309.0,很满意，等待时间长,3
764,ORD764,104,282.0,车很干净，速度快，服务不错,3
765,ORD765,388,415.0,司机很礼貌，很满意,4
766,ORD766,442,431.0,态度一般，驾驶稳,4
767,ORD767,278,398.0,比较安静,3
768,ORD768,74,210.0,很满意，车内有异味，等待时间长,3
769,ORD769,124,469.0,车很干净，驾驶稳，速度快,3
770,ORD770,218,416.0,司机很礼貌，很满意，态度一般,4
771,ORD771,391,281.0,车内有异味，等待时间长，司机很礼貌,3
772,ORD772,353,394.0,服务不错,4
773,ORD773,372,296.0,司机很礼貌，速度快,4
774,ORD774,495,158.0,司机很礼貌,4
775,ORD775,303,12.0,等待时间长，比较安静，驾驶稳,3
776,ORD776,187,475.0,等待时间长，比较安静，很满意,5
777,ORD777,486,169.0,服务不错，车内有异味，等待时间长,4
778,ORD778,337,55.0,驾驶稳，车很干净,4
779,ORD779,127,309.0,态度一般，车内有异味,4
780,ORD780,110,344.0,车内有异味，很满意,3
781,ORD781,99,8.0,驾驶稳,5
782,ORD782,50,160.0,司机很礼貌，服务不错,4
783,ORD783,325,355.0,很满意,5
784,ORD784,241,482.0,司机很礼貌，车很干净,3
785,ORD785,429,225.0,驾驶稳，车很干净,4
786,ORD786,153,306.0,态度一般，服务不错，速度快,3
787,ORD787,61,52.0,态度一般，司机很礼貌，速度快,3
788,ORD788,98,330.0,司机很礼貌，驾驶稳，速度快,4
789,ORD789,457,73.0,很满意,4
790,ORD790,312,399.0,态度一般，车很干净，驾驶稳,3
791,ORD791,394,345.0,很满意,3
792,ORD792,207,405.0,驾驶稳，态度一般,5
793,ORD793,449,186.0,速度快，比较安静,5
794,ORD794,34,54.0,司机很礼貌,5
795,ORD795,319,304.0,速度快，驾驶稳，态度一般,3
796,ORD796,474,317.0,态度一般，车很干净，很满意,5
797,ORD797,420,435.0,等待时间长，驾驶稳,5
798,ORD798,170,63.0,车很干净，服务不错,4
799,ORD799,348,355.0,车内有异味,3
800,ORD800,434,280.0,比较安静，驾驶稳,3
801,ORD801,195,419.0,等待时间长，驾驶稳,3
802,ORD802,278,491.0,速度快，很满意，驾驶稳,5
803,ORD803,103,38.0,车很干净,4
804,ORD804,49,465.0,等待时间长,4
805,ORD805,196,38.0,态度一般，车内有异味,4
806,ORD806,258,67.0,等待时间长，车很干净,4
807,ORD807,266,210.0,等待时间长,3
808,ORD808,142,367.0,比较安静，态度一般,3
809,ORD809,20,366.0,车很干净，比较安静，司机很礼貌,4
810,ORD810,389,118.0,驾驶稳,5
811,ORD811,103,306.0,很满意，车很干净，司机很礼貌,5
812,ORD812,354,399.0,司机很礼貌，态度一般，车内有异味,3
813,ORD813,471,205.0,态度一般，比较安静,3
814,ORD814,392,310.0,很满意，车很干净,4
815,ORD815,317,50.0,驾驶稳,3
816,ORD816,226,422.0,很满意，司机很礼貌，等待时间长,4
817,ORD817,327,33.0,司机很礼貌，服务不错,5
818,ORD818,309,135.0,车很干净，比较安静，速度快,3
819,ORD819,407,70.0,司机很礼貌，驾驶稳,3
820,ORD820,453,105.0,等待时间长，车很干净，司机很礼貌,4
821,ORD821,341,305.0,速度快，等待时间长,3
822,ORD822,356,145.0,很满意，等待时间长,5
823,ORD823,451,319.0,车很干净，司机很礼貌，驾驶稳,5
824,ORD824,261,130.0,比较安静，态度一般，速度快,5
825,ORD825,62,63.0,司机很礼貌，比较安静,3
826,ORD826,470,200.0,服务不错,4
827,ORD827,411,440.0,很满意,4
828,ORD828,385,79.0,车内有异味,5
829,ORD829,364,239.0,司机很礼貌，等待时间长,4
830,ORD830,18,229.0,车内有异味,3
831,ORD831,300,41.0,比较安静,5
832,ORD832,203,22.0,很满意，态度一般，等待时间长,5
833,ORD833,250,104.0,司机很礼貌，服务不错,5
834,ORD834,404,314.0,速度快,3
835,ORD835,220,431.0,速度快，态度一般，司机很礼貌,3
836,ORD836,17,494.0,等待时间长，车很干净，态度一般,3
837,ORD837,79,7.0,服务不错,5
838,ORD838,266,429.0,司机很礼貌，车内有异味，驾驶稳,3
839,ORD839,442,166.0,比较安静，车很干净，态度一般,3
840,ORD840,226,434.0,车很干净,4
841,ORD841,156,269.0,车很干净,4
842,ORD842,375,168.0,车内有异味，速度快，很满意,3
843,ORD843,161,197.0,司机很礼貌，服务不错,4
844,ORD844,353,368.0,很满意,3
845,ORD845,224,296.0,速度快，驾驶稳，司机很礼貌,5
846,ORD846,123,215.0,等待时间长,5
847,ORD847,292,4.0,速度快，等待时间长,4
848,ORD848,387,52.0,等待时间长，服务不错，比较安静,3
849,ORD849,236,114.0,驾驶稳,4
850,ORD850,65,110.0,等待时间长，很满意，司机很礼貌,3
851,ORD851,224,382.0,驾驶稳，比较安静,4
852,ORD852,92,460.0,比较安静，驾驶稳,4
853,ORD853,220,205.0,态度一般，服务不错，速度快,4
854,ORD854,96,110.0,很满意，司机很礼貌，速度快,4
855,ORD855,62,330.0,驾驶稳，很满意，等待时间长,4
856,ORD856,100,146.0,很满意，车很干净，司机很礼貌,5
857,ORD857,235,95.0,服务不错,3
858,ORD858,177,210.0,态度一般，很满意,3
859,ORD859,376,423.0,等待时间长,4
860,ORD860,217,2.0,比较安静,5
861,ORD861,83,476.0,速度快,4
862,ORD862,418,9.0,比较安静，等待时间长,4
863,ORD863,281,389.0,态度一般，车很干净,5
864,ORD864,303,205.0,态度一般，比较安静，很满意,5
865,ORD865,387,399.0,司机很礼貌，比较安静,3
866,ORD866,175,457.0,车很干净,5
867,ORD867,288,468.0,态度一般，车很干净，很满意,4
868,ORD868,276,426.0,服务不错,3
869,ORD869,440,10.0,速度快，等待时间长，司机很礼貌,3
870,ORD870,209,65.0,等待时间长，很满意,5
871,ORD871,92,63.0,比较安静,4
872,ORD872,232,463.0,驾驶稳，比较安静,3
873,ORD873,270,198.0,速度快,5
874,ORD874,455,399.0,比较安静,3
875,ORD875,485,179.0,等待时间长，很满意,4
876,ORD876,255,180.0,态度一般，很满意,5
877,ORD877,29,415.0,驾驶稳，司机很礼貌，服务不错,5
878,ORD878,1,349.0,车很干净，服务不错，车内有异味,3
879,ORD879,130,15.0,比较安静,3
880,ORD880,330,106.0,等待时间长，比较安静，服务不错,3
881,ORD881,26,20.0,很满意,3
882,ORD882,470,163.0,很满意，服务不错,3
883,ORD883,437,345.0,态度一般，驾驶稳，比较安静,5
884,ORD884,490,488.0,速度快，司机很礼貌,3
885,ORD885,362,145.0,等待时间长,3
886,ORD886,152,159.0,服务不错,3
887,ORD887,43,30.0,服务不错，驾驶稳，比较安静,5
888,ORD888,51,290.0,服务不错，司机很礼貌，很满意,4
889,ORD889,446,330.0,等待时间长，比较安静,5
890,ORD890,239,248.0,比较安静，司机很礼貌，驾驶稳,5
891,ORD891,356,244.0,车内有异味，比较安静,5
892,ORD892,165,238.0,很满意,5
893,ORD893,94,101.0,车很干净，司机很礼貌,4
894,ORD894,42,278.0,车内有异味，驾驶稳,4
895,ORD895,106,183.0,态度一般，驾驶稳，速度快,4
896,ORD896,347,373.0,很满意，态度一般，驾驶稳,3
897,ORD897,183,248.0,车很干净，等待时间长，司机很礼貌,4
898,ORD898,456,330.0,态度一般，车内有异味，很满意,4
899,ORD899,326,58.0,很满意,5
900,ORD900,229,372.0,等待时间长,4
901,ORD901,9,241.0,服务不错,4
902,ORD902,489,397.0,车内有异味,3
903,ORD903,79,173.0,服务不错,5
904,ORD904,275,477.0,车内有异味,5
905,ORD905,341,17.0,车内有异味，速度快，比较安静,3
906,ORD906,201,394.0,速度快，司机很礼貌,5
907,ORD907,352,256.0,态度一般,4
908,ORD908,108,307.0,司机很礼貌,5
909,ORD909,165,421.0,态度一般，驾驶稳，很满意,3
910,ORD910,182,273.0,速度快,5
911,ORD911,464,266.0,驾驶稳,5
912,ORD912,141,393.0,车内有异味，车很干净，态度一般,4
913,ORD913,18,459.0,很满意,3
914,ORD914,445,435.0,驾驶稳,3
915,ORD915,79,61.0,比较安静,5
916,ORD916,469,465.0,驾驶稳，等待时间长,4
917,ORD917,354,269.0,等待时间长,5
918,ORD918,425,430.0,服务不错，速度快,3
919,ORD919,381,43.0,比较安静，等待时间长,3
920,ORD920,216,87.0,司机很礼貌，车内有异味,5
921,ORD921,104,83.0,驾驶稳，车内有异味,4
922,ORD922,90,192.0,驾驶稳，很满意，速度快,3
923,ORD923,399,185.0,速度快，车很干净,5
924,ORD924,37,241.0,很满意，态度一般，服务不错,5
925,ORD925,100,205.0,车很干净,4
926,ORD926,357,33.0,司机很礼貌，驾驶稳,3
927,ORD927,438,27.0,很满意，速度快，态度一般,4
928,ORD928,338,130.0,服务不错,3
929,ORD929,112,8.0,比较安静,5
930,ORD930,331,268.0,比较安静，态度一般，车很干净,4
931,ORD931,258,116.0,驾驶稳，司机很礼貌，车内有异味,5
932,ORD932,166,88.0,车很干净，比较安静，态度一般,3
933,ORD933,500,261.0,驾驶稳，车很干净，服务不错,4
934,ORD934,283,436.0,服务不错，态度一般，很满意,3
935,ORD935,357,169.0,驾驶稳，态度一般，司机很礼貌,3
936,ORD936,110,21.0,等待时间长,4
937,ORD937,116,254.0,很满意,3
938,ORD938,112,162.0,比较安静，车内有异味,3
939,ORD939,98,382.0,车内有异味,5
940,ORD940,52,369.0,车内有异味,5
941,ORD941,280,176.0,司机很礼貌，车很干净,4
942,ORD942,151,222.0,等待时间长,4
943,ORD943,396,15.0,司机很礼貌，车内有异味,4
944,ORD944,171,351.0,车内有异味，等待时间长，比较安静,4
945,ORD945,372,169.0,速度快,3
946,ORD946,43,123.0,驾驶稳，比较安静，车内有异味,5
947,ORD947,253,16.0,速度快,4
948,ORD948,123,299.0,驾驶稳，车很干净，速度快,3
949,ORD949,138,95.0,很满意，车内有异味，等待时间长,4
950,ORD950,106,4.0,车很干净，车内有异味,4
951,ORD951,379,234.0,很满意,5
952,ORD952,100,163.0,比较安静，车很干净，车内有异味,4
953,ORD953,421,327.0,速度快，态度一般,4
954,ORD954,220,227.0,司机很礼貌，态度一般，速度快,5
955,ORD955,90,15.0,等待时间长，速度快,4
956,ORD956,62,403.0,车很干净,3
957,ORD957,16,449.0,司机很礼貌，态度一般，比较安静,4
958,ORD958,333,29.0,比较安静，态度一般,5
959,ORD959,163,480.0,态度一般，等待时间长，司机很礼貌,3
960,ORD960,23,125.0,车内有异味，车很干净,3
961,ORD961,333,243.0,很满意，服务不错，等待时间长,3
962,ORD962,461,118.0,比较安静,5
963,ORD963,129,158.0,服务不错,5
964,ORD964,85,124.0,车很干净,5
965,ORD965,140,76.0,驾驶稳，司机很礼貌,4
966,ORD966,409,48.0,服务不错，比较安静,4
967,ORD967,499,65.0,速度快，等待时间长,5
968,ORD968,377,349.0,比较安静,5
969,ORD969,464,51.0,驾驶稳，车很干净,3
970,ORD970,140,3.0,车内有异味，态度一般,3
971,ORD971,161,368.0,司机很礼貌，车很干净,3
972,ORD972,425,85.0,等待时间长,4
973,ORD973,39,186.0,服务不错，司机很礼貌，等待时间长,3
974,ORD974,340,321.0,车内有异味,3
975,ORD975,294,29.0,速度快，等待时间长，司机很礼貌,5
976,ORD976,128,360.0,等待时间长，车内有异味，比较安静,3
977,ORD977,89,214.0,速度快，等待时间长，比较安静,3
978,ORD978,393,379.0,态度一般，车很干净，驾驶稳,3
979,ORD979,6,69.0,态度一般，车内有异味,3
980,ORD980,118,277.0,车内有异味,4
981,ORD981,414,38.0,车很干净，态度一般,5
982,ORD982,144,473.0,等待时间长，很满意，司机很礼貌,5
983,ORD983,348,169.0,车内有异味，车很干净,5
984,ORD984,496,230.0,很满意，司机很礼貌，比较安静,3
985,ORD985,445,165.0,比较安静，等待时间长，服务不错,3
986,ORD986,434,393.0,等待时间长，车很干净,5
987,ORD987,458,312.0,等待时间长，车很干净,3
988,ORD988,403,309.0,速度快，驾驶稳，很满意,5
989,ORD989,460,443.0,很满意,4
990,ORD990,176,70.0,司机很礼貌，比较安静,4
991,ORD991,452,334.0,等待时间长，司机很礼貌,3
992,ORD992,143,406.0,车内有异味，态度一般，司机很礼貌,5
993,ORD993,258,354.0,态度一般，服务不错,5
994,ORD994,228,203.0,司机很礼貌,4
995,ORD995,272,449.0,态度一般,5
996,ORD996,18,426.0,态度一般,5
997,ORD997,368,92.0,司机很礼貌，速度快，驾驶稳,4
998,ORD998,289,337.0,速度快，车内有异味,5
999,ORD999,356,157.0,等待时间长，比较安静，车很干净,3
1000,ORD1000,11,171.0,服务不错，态度一般,5
